Name,Description,Ocupation Wikidata Ids
HANK GREENBERG,Baseball outfielder,"sportsperson|""baseball player""|"
JAMIE MOYER,Baseball pitcher,baseball player|
GUILLERMO MOTA,Baseball pitcher,baseball player|
DAVID AARDSMA,Baseball pitcher,baseball player|
ROGER CLEMENS,Baseball pitcher,"sportsperson|""baseball player""|"
JON GARLAND,baseball pitcher from the United States,baseball player|
JON RAUCH,baseball pitcher from the United States,"sportsperson|""baseball player""|"
FRED LYNN,baseball player,baseball player|
HIDEO NOMO,Baseball player,baseball player|
TADAHITO IGUCHI,Baseball player,baseball player|
KAZUO MATSUI,Baseball player,baseball player|
KEI IGAWA,Baseball player,baseball player|
ADAM LIND,Baseball player,baseball player|
ERICK AYBAR,Baseball player,baseball player|
MIGUEL TEJADA,Baseball player,baseball player|
ADAM WAINWRIGHT,Baseball player,baseball player|
ALFONSO SORIANO,Baseball player,baseball player|
RAFAEL FURCAL,baseball player,baseball player|
MIKE HESSMAN,Baseball player,baseball player|
BOBBY SEAY,Baseball player,baseball player|
YUNIESKY BETANCOURT,Baseball player,baseball player|
JEFF MARQUEZ,Baseball player,baseball player|
JORGE JULIO,Baseball player,baseball player|
AL REYES,Baseball player,baseball player|
MIKE KOPLOVE,Baseball player,baseball player|
JORGE SOSA,Baseball player,baseball player|
MATT MURTON,Baseball player,baseball player|
ANDY MARTE,Baseball player,baseball player|
AL LEITER,Baseball player,baseball player|
AKINORI IWAMURA,Baseball player,baseball player|
AARON HEILMAN,Baseball player,baseball player|
ADAM LOEWEN,Baseball player,baseball player|
MICHAEL WUERTZ,Baseball player,baseball player|
SHAWN HILL,baseball player,baseball player|
RAY OLMEDO,Baseball player,baseball player|
AARON SMALL,Baseball player,baseball player|
WILLIE MAYS,Baseball player,baseball player|
TONY ABREU,baseball player,baseball player|
AARON FULTZ,Baseball player,baseball player|
ADAM LAROCHE,Baseball player,baseball player|
JULIO LUGO,Baseball player,baseball player|
JACQUE JONES,Baseball player,baseball player|
ORLANDO CABRERA,Baseball player,baseball player|
MARK DEROSA,Baseball player,baseball player|
YUSAKU IRIKI,Baseball player,baseball player|
AARON SELE,Baseball player,baseball player|
HIDEKI IRABU,Baseball player,baseball player|
CHAN HO PARK,Baseball player,baseball player|
JASON BAY,Baseball player,baseball player|
TOMO OHKA,Baseball player,baseball player|
KENJI JOHJIMA,Baseball player,baseball player|
BOBBY ABREU,baseball player,baseball player|
JASON LARUE,baseball player,baseball player|
KEITH HERNANDEZ,Baseball player,baseball player|
SIDNEY PONSON,Baseball player,baseball player|
CURT FLOOD,baseball player,baseball player|
MATT STAIRS,Baseball player,"sportsperson|""baseball player""|"
SCOTT THORMAN,Baseball player,
TODD PRATT,Baseball player,
EDDIE STANKY,Baseball player and coach,baseball player|
MIGUEL CAIRO,baseball player and coach from Venezuela,baseball player|
JIM BUNNING,Baseball player and Kentucky politician,"politician|""baseball player""|"
LOU PINIELLA,baseball player and manager,baseball player|
TONY LA RUSSA,baseball player and manager,baseball player|
MAURY WILLS,Baseball player and manager,baseball player|
DUSTY BAKER,baseball player and manager from the United States,"baseball manager|""baseball player""|"
TERRY FRANCONA,baseball player and manager from the United States,baseball player|
JOE GIRARDI,baseball player and manager from the United States,"baseball player|""baseball manager""|"
ROBIN VENTURA,baseball player and manager from the United States,"baseball player|""baseball manager""|"
DUSTIN PEDROIA,Baseball player for the Boston Red Sox,baseball player|
JAKE PEAVY,Baseball player for the San Francisco Giants,"sportsperson|""baseball player""|"
JUSTIN MORNEAU,baseball player from Canada,baseball player|
JARED BURTON,baseball player from the United States,baseball player|
TIM LINCECUM,baseball player from the United States,baseball player|
A. J. BURNETT,baseball player from the United States,baseball player|
GERALD LAIRD,baseball player from the United States,baseball player|
ADAM DUNN,baseball player from the United States,baseball player|
JOE MAUER,baseball player from the United States,baseball player|
LANCE BERKMAN,baseball player from the United States,baseball player|
JOSH WILLINGHAM,baseball player from the United States,baseball player|
RYAN RABURN,baseball player from the United States,baseball player|
RALPH KINER,baseball player from the United States,baseball player|
RICK PORCELLO,baseball player from the United States,baseball player|
RYAN DOUMIT,baseball player from the United States,baseball player|
BRONSON ARROYO,baseball player from the United States,"baseball player|""singer""|"
DEREK JETER,baseball player from the United States,"professional baseball player|""baseball player""|""sportsperson""|""entrepreneur""|"
ERIC HINSKE,baseball player from the United States,"sportsperson|""baseball player""|"
SHANE VICTORINO,baseball player from the United States,"sportsperson|""baseball player""|"
MARK TEIXEIRA,baseball player from the United States,"sportsperson|""baseball player""|"
FELIX HERNANDEZ,baseball player from Venezuela,baseball player|
ALAN TRAMMELL,baseball player| coach and manager from the United States,"baseball player|""baseball manager""|"
GENE MONAHAN,Baseball trainer,
MARK WEGNER,baseball umpire from the United States,baseball umpire|
TONY RANDAZZO,baseball umpire from the United States,"baseball umpire|""baseball player""|"
ALICE LIDDELL,"Basis of the character in ""Alice in Wonderland""",
KAY YOW,basketball coach,basketball coach|
DANA ALTMAN,Basketball coach,basketball coach|
STEVE ALFORD,basketball coach and former player,"sportsperson|""basketball player""|""coach""|""basketball coach""|"
HAKEEM OLAJUWON,Basketball player,basketball player|
JONATHAN BLAKE,basketball player,basketball player|
CHARLES BARKLEY,Basketball player,basketball player|
LATOYA PRINGLE,Basketball player,basketball player|
ALFRED ABOYA,basketball player,basketball player|
CANDACE PARKER,Basketball player,basketball player|
ALISON BALES,basketball player,basketball player|
WANISHA SMITH,Basketball player,basketball player|
PATRICK EWING,Basketball player,"basketball player|""basketball coach""|"
PENNY HARDAWAY,Basketball player,"basketball player|""sportsperson""|"
RASHAUN BROADUS,Basketball player,"basketball player|""sportsperson""|"
STEPHON MARBURY,Basketball player,"basketball player|""sportsperson""|"
SHANNON JOHNSON,Basketball player,"basketball player|""sportsperson""|"
A. J. ABRAMS,basketball player,"basketball player|""sportsperson""|"
ANTONIO MCDYESS,basketball player,"sportsperson|""basketball player""|"
MITCH RICHMOND,Basketball player,"sportsperson|""basketball player""|"
EDDY CURRY,basketball player,"sportsperson|""basketball player""|"
ALLEN IVERSON,Basketball player,"sportsperson|""basketball player""|"
LAMAR ODOM,basketball player,"sportsperson|""basketball player""|"
ALLAN HOUSTON,Basketball player,"sportsperson|""basketball player""|"
WILT CHAMBERLAIN,Basketball player,"sportsperson|""basketball player""|""basketball coach""|"
KARL MALONE,basketball player,"sportsperson|""basketball player""|""basketball coach""|"
MARK AGUIRRE,basketball player,"sportsperson|""basketball player""|""basketball coach""|"
KELVIN SAMPSON,basketball player and coach,"baseball player|""basketball coach""|"
PAT SUMMITT,Basketball player and coach,"basketball player|""basketball coach""|"
LUTE OLSON,Basketball player and coach,"basketball player|""basketball coach""|"
LARRY KRYSTKOWIAK,basketball player and coach,"sportsperson|""basketball player""|""basketball coach""|"
AVERY JOHNSON,basketball player and coach,"sportsperson|""basketball player""|""basketball coach""|"
LARRY BIRD,basketball player and coach,"sportsperson|""basketball player""|""basketball coach""|"
DAEQUAN COOK,basketball player from the United States,"sportsperson|""basketball player""|"
AUSTIN AINGE,basketball player| coach| scout,basketball coach|
DOUG E. FRESH,Beatboxer| rapper| producer,musician|
ANDREI KOSTITSYN,Belarusian ice hockey player,ice hockey player|
SERGEI KOSTITSYN,Belarusian ice hockey player,ice hockey player|
MARC CHAGALL,Belarussian-Russian-French artist and painter,"painter|""artist""|"
YANNICK RENIER,Belgian actor,actor|
ANNE TERESA DE KEERSMAEKER,Belgian choreographer,"choreographer|""dancer""|"
KRIS VAN ASSCHE,Belgian fashion designer,"art director|""model""|"
ANN DEMEULEMEESTER,Belgian fashion designer,fashion designer|
OLIVIER THEYSKENS,Belgian fashion designer,fashion designer|
RAF SIMONS,Belgian fashion designer,fashion designer|
DRIES VAN NOTEN,Belgian fashion designer,fashion designer|
GERARD MORTIER,Belgian opera director,
OLIVIER GENDEBIEN,Belgian racecar driver,"Formula One driver|""rally driver""|""racing driver""|"
KATE RYAN,Belgian singer,singer|
JACQUES BREL,Belgian singer-songwriter,"film actor|""film director""|""actor""|""singer""|""poet""|""singer-songwriter""|""composer""|""writer""|"
JUSTINE HENIN,Belgian tennis player,tennis player|
KIM CLIJSTERS,Belgian tennis player,tennis player|
ANDY PALACIO,Belizean musician,"musician|""composer""|"
DJIMON HOUNSOU,Beninese-American actor and model,actor|
JODI PICOULT,Between the lines (2012),"woman of letters|""novelist""|"
ROBIN LI,Billionaire businessman and entrepreneur,"entrepreneur|""engineer""|""inventor""|"
STEPHEN BING,Bing| Stephen (bap. 1610| d. 1681)| singer and music copyist,
JACK DRUMMOND,Biochemist| Nutrition,biochemist|
MARSHALL TERRILL,Biographer,writer|
AARON ALLSTON,biography,"film director|""author""|""novelist""|"
JACOB RIIS,"biography| a Danish American social reformer| ""muckraking"" journalist and social documentary photographer| who is known for using his photographic and journalistic talents to help the impoverished in New York City","photographer|""writer""|""journalist""|"
BONNIE RAITT,blues singer-songwriter and slide guitar player from the United States,"singer|""singer-songwriter""|""composer""|""guitarist""|"
MANFRED REYES VILLA,Bolivian politician,"businessperson|""politician""|"
EVO MORALES,Bolivian politician,politician|
ANNIBALE CARRACCI,Bolognese painter of the Baroque,painter|
JOHN LARROQUETTE,born 1947; American film| television and stage actor,actor|
JOHN TURTURRO,born 1957; American actor| writer and director,"actor|""film director""|""writer""|""screenwriter""|"
JOHN LASSETER,born 1957; American animator| film director| screenwriter| producer,"film director|""film producer""|""screenwriter""|""animator""|"
JOHN C. MCGINLEY,born 1959; American actor,"screenwriter|""film producer""|""actor""|""voice actor""|""film director""|"
JOHN ORTIZ,born 1968; American actor and artistic director,"television actor|""film actor""|""actor""|"
EDIN KARAMAZOV,Bosnia and Herzegovina singer,singer|
LAILA ALI,Boxer,boxer|
SULTAN IBRAGIMOV,Boxer,boxer|
JERMAIN TAYLOR,Boxer,boxer|
CHARLES MOONEY,Boxer,
BERT SUGAR,Boxing historian,writer|
RICHARD SCHAEFER,Boxing promoter,
BRAD PAISLEY,brad paisley,"singer|""singer-songwriter""|""composer""|"
OSCAR NIEMEYER,Brazilian architect,"architect|""designer""|""author""|"
PAULO MENDES DA ROCHA,Brazilian architect,"architect|""painter""|""restorer""|"
JELON VIEIRA,Brazilian artist,"musicologist|""painter""|"
LYGIA CLARK,Brazilian artist,"painter|""sculptor""|"
LEANDRO BARBOSA,Brazilian basketball player,basketball player|
CAETANO VELOSO,Brazilian composer| singer| guitarist| writer| and political activist,"writer|""politician""|""singer""|""guitarist""|"
RAFAEL CRUZ,Brazilian footballer,association football player|
PAULO COELHO,Brazilian lyricist and novelist,"author|""writer""|""novelist""|""blogger""|""actor""|""composer""|"
ROMERO LUBAMBO,Brazilian musician,jazz musician|
CYRO BAPTISTA,Brazilian musician,jazz musician|
NILSON MATTA,Brazilian musician,jazz musician|
CARLINHOS BROWN,Brazilian musician,"singer|""composer""|"
SEU JORGE,Brazilian musician and singer-songwriter,"actor|""musician""|""singer-songwriter""|""composer""|"
ARNALDO ANTUNES,Brazilian musician and writer,"poet|""singer""|""artivist""|"
CELSO AMORIM,Brazilian politician,diplomat|
JAIME LERNER,Brazilian politician and architect,"politician|""architect""|""urban planner""|"
DILMA ROUSSEFF,Brazilian politician| 36th president of Brazil,"politician|""economist""|"
TONY KANAAN,Brazilian racecar driver,racecar driver|
TORBEN GRAEL,Brazilian sailor,"skipper|""sailor""|"
GILBERTO GIL,Brazilian singer| guitarist| songwriter and politician,"singer|""guitarist""|""songwriter""|""composer""|"
BRIDGET RILEY,Bridget Riley,painter|
HERMIONE LEE,British academic,author|
GAREL RHYS,British academic,
LESLIE HILL,British academic,
CHRISTIAN MCKAY,British actor,actor|
TERENCE ALEXANDER,British actor,actor|
RICHARD WINSOR,British actor,actor|
JOHN MCARDLE,British actor,actor|
ROSIE CAVALIERO,British actor,actor|
TERENCE STAMP,British actor,actor|
DAVID OYELOWO,British actor,actor|
ANNA MAXWELL MARTIN,British actor,actor|
MATTHEW MACFADYEN,British actor,actor|
PETER WINGFIELD,British actor,actor|
LLOYD OWEN,British actor,actor|
KATE DICKIE,British actor,actor|
TOM HOLLANDER,British actor,actor|
CHRISTINA COLE,British actor,actor|
CHRISTINE BOTTOMLEY,British actor,actor|
ELIZABETH BOWER,British actor,actor|
LUKE TREADAWAY,British actor,actor|
JULIET STEVENSON,British actor,actor|
PADDY CONSIDINE,British actor,actor|
TONY CURRAN,British actor,actor|
SIMON WOODS,British actor,actor|
JENNA RUSSELL,British actor,actor|
JENNIFER BLACK,British actor,actor|
NICK FROST,British actor,"actor|""comedian""|""writer""|""screenwriter""|"
ORLANDO BLOOM,British actor,"actor|""film actor""|"
IAN HOLM,British actor,"actor|""film actor""|"
RUPERT EVERETT,British actor,"actor|""film actor""|""film producer""|""novelist""|""writer""|"
LAURA MICHELLE KELLY,British actor,"actor|""singer""|"
STEPHEN MOYER,British actor,"actor|""television actor""|""film actor""|"
TIMOTHY SPALL,British actor,"actor|""television presenter""|"
IAN MCKELLEN,British actor,"actor|""voice actor""|"
DAVID THEWLIS,British actor,"actor|""voice actor""|"
SALLY PHILLIPS,British actor,comedian|
CLIVE OWEN,British actor,"film actor|""actor""|"
ALFRED MOLINA,British actor,"film actor|""actor""|"
EWAN MCGREGOR,British actor,"film actor|""actor""|""singer""|"
DAMIAN LEWIS,British actor,"television actor|""actor""|""film producer""|"
JAYNE ATKINSON,British actor,"television actor|""film actor""|""actor""|"
SIMON FARNABY,British actor,"writer|""comedian""|""actor""|"
DAVID IAN,British actor,
MALCOLM STORRY,British actor,
EUAN MORTON,British actor,
GAVIN LEE,British actor,
GEORGINA CHAPMAN,British actor and fashion designer,"actor|""model""|"
ANTHONY NEWLEY,British actor and musician,"actor|""songwriter""|""singer-songwriter""|""composer""|"
SIMON SCARDIFIELD,British actor and playwright,"actor|""playwright""|"
REBECCA PIDGEON,British actor and singer-songwriter,"actor|""singer""|""songwriter""|""composer""|"
MARK RAVENHILL,British actor and writer,"author|""writer""|""playwright""|"
HUGH LAURIE,British actor| comedian| writer| musician and director,"television actor|""film actor""|""actor""|""comedian""|""pianist""|""voice actor""|""writer""|""musician""|""film director""|""novelist""|""screenwriter""|"
ANDY SERKIS,British actor| director and author,"television actor|""film actor""|""film director""|""writer""|""actor""|""voice actor""|"
LAURENCE OLIVIER,British actor| director and producer,"actor|""film actor""|""theatre director""|""film director""|""politician""|""film producer""|""screenwriter""|"
AUDREY HEPBURN,British actress,actor|
JULIA ORMOND,British actress,actor|
EMILY MORTIMER,British actress,actor|
RACHEL KEMPSON,British actress,actor|
CLAIRE FORLANI,British actress,actor|
ZULEIKHA ROBINSON,British actress,actor|
MIRANDA RICHARDSON,british actress,actor|
MICHELLE RYAN,British actress,actor|
LUCY COHU,British actress,actor|
KERRY GODLIMAN,British actress,"actor|""comedian""|"
KATE BECKINSALE,British actress,"actor|""film actor""|"
CATHERINE MCCORMACK,British actress,"actor|""film actor""|""film producer""|"
